DB,Title,Authors (separate with//),Year,Language,Script,Lang_geneticprox,Prox_cat,No_nativespeakers,LangFamily,Journal,JournalCountry,StudyDesign,StudyDesign_cat,Region,Relative_no_studiesTA,Category,IUCN,TorNT,English_Abstract,Trans_Abs,Tot_Citations,Tot_crosslang_cit,Tot_crosslang_exclEng,Tot_samelang_cit,PerEng,PerSameLangCit,PerCrossLangCit,No_Langs_Cited,SelfCitations,English,French,Dutch,Russian,Spanish,German,Slovac,Polish,Portugese,Slovenian,Italian,Catalan,Hungarian,Korean,Japanese,Norwegian,Simplified Chinese,Traditional Chinese,Swedish,Danish,Persian,Ukranian,Czech,Finnish,Turkish,Thai,Estonian,Croatian,Icelandic,Latvian,Bulgarian,Lithuanian,Hebrew,Indonesian,Hindi,Bosnian,Greek
CE,Burrowing owls and development: short-distance nest burrow relocation to minimize construction impacts,,2001,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Journal of Raptor Research,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,27,2,NA,25,0.93,0.93,0.07,2,1,25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,"The use of copper strips to exclude African giant land-snails <i>Achatina</i> spp. from echo parakeet <i>Psittacula eques</i> nest cavities, Black River Gorges National Park, Mauritius",,2007,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Conservation Evidence,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,5,1,NA,4,0.8,0.8,0.2,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Concentration-dependent sugar preferences of the malachite sunbird (<i>Nectarinia famosa</i>),,2010,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,The Auk,NA,NA,NA,NA,48600,NA,NA,NA,NA,Yes,43,2,NA,41,0.95,0.95,0.05,2,13,41,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Landscape-dependent use of a seed-rich habitat by farmland passerines: relative importance of game cover crops in a grassland versus an arable region of Scotland,,2008,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Bird Study,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,16,0,NA,16,1,1,0,1,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Growth and demography of a re-introduced population of white-tailed eagles <i>Haliaeetus albicilla</i>,,2009,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Ibis,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,88,2,NA,86,0.98,0.98,0.02,3,10,86,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Forested buffer strips and breeding bird communities in southeast Alaska,,2008,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Journal of Wildlife Management,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,10,0,NA,10,1,1,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Effects of rotational grazing on nesting ducks in California,,2007,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Journal of Wildlife Management,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,11,0,NA,11,1,1,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Does supplementary feeding reduce predation of red grouse by hen harriers?,,2001,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Journal of Applied Ecology,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,124,3,NA,121,0.98,0.98,0.02,3,14,121,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Avian nesting success in a selectively harvested north temperate deciduous forest,,2001,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Conservation Biology,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,43,1,NA,42,0.98,0.98,0.02,2,2,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
CE,"Comparing the benefits to wintering birds of oil-seed rape establishment by broadcast and non-inversion tillage at Grange Farm, Cambridgeshire, England",,2009,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Conservation Evidence,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,0,0,NA,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,The role of agri-environment schemes and farm management practices in reversing the decline of farmland birds in England,,2004,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Biological Conservation,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,384,28,NA,356,0.93,0.93,0.07,17,32,356,6,1,1,3,1,2,0,1,1,1,1,4,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CE,Habitat preferences and survival in wildlife reintroductions: an ecological trap in reintroduced grey partridges,,2010,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Journal of Applied Ecology,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,69,10,NA,59,0.86,0.86,0.14,5,1,59,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Changes in breeding success and abundance of ground-nesting moorland birds in relation to the experimental deployment of legal predator control,,2010,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Journal of Applied Ecology,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,237,8,NA,229,0.97,0.97,0.03,7,25,229,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,"Captive breeding and release of brown teal <i>Anas chlorotis</i> into the Moehau Kiwi Sanctuary, Coromandel, New Zealand",,2005,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Conservation Evidence,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,1,1,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,"Translocation of the Seychelles warbler <i>Acrocephalus sechellensis</i> to establish a new population on Denis Island, Seychelles",,2006,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Conservation Evidence,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,28,1,NA,27,0.96,0.96,0.04,2,2,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Grassland bird responses to land management in the largest remaining tallgrass prairie,,2009,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Conservation Biology,NA,NA,NA,NA,48600,NA,NA,NA,NA,Yes,124,1,NA,123,0.99,0.99,0.01,2,7,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,The provision of supplementary fresh water improves the breeding success of the globally threatened northern bald ibis <i>Geronticus eremita</i>,,2008,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Ibis,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,19,0,NA,19,1,1,0,1,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Effects of mammalian predator removal on production of upland-nesting ducks in North Dakota,,2001,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Journal of Wildlife Management,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,123,2,NA,121,0.98,0.98,0.02,3,3,121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Rodent control and food supplementation increase productivity of endangered San Clemente loggerhead shrikes (<i>Lanius ludovicianus mearnsi</i>),,2008,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Biological Conservation,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,26,0,NA,26,1,1,0,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Movements of translocated captive-bred and released Critically Endangered kaki (black stilts) <i>Himantopus novaezelandiae</i> and the value of long-term post-release monitoring,,2009,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Oryx,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,52,0,NA,52,1,1,0,1,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Demography of reintroduced eastern bluebirds and brown-headed nuthatches,,2009,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Journal of Wildlife Management,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,18,4,NA,14,0.78,0.78,0.22,2,1,14,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,The effectiveness of volunteer nest protection on the nest success of northern lapwings <i>Vanellus vanellus</i> on Dutch arable farms,,2008,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Ibis,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,25,6,NA,19,0.76,0.76,0.24,4,0,19,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Responses of breeding birds in tallgrass prairie to fire and cattle grazing,,2008,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Journal of Field Ornithology,NA,NA,NA,NA,48600,NA,NA,NA,NA,Yes,90,6,NA,84,0.93,0.93,0.07,2,1,84,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,"Culling wildlife hosts to control disease: mountain hares, red grouse and louping ill virus",,2010,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Journal of Animal Ecology,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,56,1,NA,55,0.98,0.98,0.02,2,2,55,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Nest cavity orientation in black-capped chickadees <i>Poecile atricapillus</i>: do the acoustic properties of cavities influence sound reception in the nest and extra-pair matings?,,2004,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Journal of Avian Biology (formerly Ornis Scandinavica 1970-1993),NA,NA,NA,NA,48600,NA,NA,NA,NA,No,36,1,NA,35,0.97,0.97,0.03,2,4,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Experimental removal of introduced hedgehogs improves wader nest success,,2001,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Journal of Applied Ecology,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,89,9,NA,80,0.9,0.9,0.1,6,3,80,2,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CE,"Marram grass <i>Ammophila arenaria</i> removal and dune restoration to enhance nesting habitat of Chatham Island oystercatcher <i>Haematopus chathamensis</i>, Chatham Islands, New Zealand",,2004,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Conservation Evidence,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,9,0,NA,9,1,1,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Preventing raptor electrocutions in an urban environment,,2007,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Journal of Raptor Research,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,67,3,NA,64,0.96,0.96,0.04,3,23,64,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,"The effect of introducing cattle grazing to saltmarsh on densities of breeding redshank <i>Tringa totanus</i> at Frampton Marsh RSPB Reserve, Lincolnshire, England",,2005,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Conservation Evidence,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,4,0,NA,4,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,"Survival, dispersal and home-range establishment of reintroduced captive-bred puaiohi <i>Myadestes palmeri</i>",,2003,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Biological Conservation,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,81,1,NA,80,0.99,0.99,0.01,2,0,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,The effect of supplemental prey and prescribed fire on success of artificial nests,,2002,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Journal of Wildlife Management,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,39,1,NA,38,0.97,0.97,0.03,2,8,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Cereal-based whole crop silages: potential biodiversity benefits of cereal production in pastoral landscapes,,2007,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Aspects of Applied Biology,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,1,0,NA,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Enhancing wildlife in the margins of intensively managed grass fields,,2007,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Acrocephalus,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,3,0,NA,3,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Reducing the density of breeding gulls influences the pattern of recruitment of immature Atlantic puffins <i>Fratercula arctica</i> to a breeding colony,,2003,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Journal of Applied Ecology,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,80,8,NA,72,0.9,0.9,0.1,6,2,72,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
CE,Establishment of a colony of common diving petrels (<i>Pelecanoides urinatrix</i>) by chick transfers and acoustic attraction,,2004,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Emu,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,75,1,NA,74,0.99,0.99,0.01,2,17,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Return rates of aluminum versus plastic leg bands from electrocuted Harrisâ€™s hawks (<i>Parabuteo unicinctus</i>),,2009,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Journal of Raptor Research,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,5,0,NA,5,1,1,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Marking of deer fences to reduce frequency of collisions by woodland grouse,,2003,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Biological Conservation,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,85,15,NA,70,0.82,0.82,0.18,9,7,70,0,0,0,2,4,0,0,0,1,1,0,0,0,0,3,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Farming for Wildlife Project: Annual Report 2007/8,,2008,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,NA,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,4,1,NA,3,0.75,0.75,0.25,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Variation in breeding success among reintroduced island populations of South Island saddlebacks <i>Philesturnus carunculatus carunculatus</i>,,2004,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Ibis,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,24,0,NA,24,1,1,0,1,6,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Effectiveness of raptor perch deterrents on an electrical transmission line in southwestern Wyoming,,2010,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Journal of Wildlife Management,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,40,0,NA,40,1,1,0,1,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,A note on the potential role of philopatry and conspecific attraction as conservation tools in Audouin's gull <i>Larus audouinii</i>,,2001,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Bird Conservation International,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,13,1,NA,12,0.92,0.92,0.08,2,5,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Influence of prescribed fire on winter abundance of Bachman's sparrow,,2009,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,The Wilson Journal of Ornithology (formerly The Wilson Bulletin),NA,NA,NA,NA,48600,NA,NA,NA,NA,No,27,0,NA,27,1,1,0,1,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Effects of food supplementation on female nest attentiveness and incubation mate feeding in two sympatric wren species,,2004,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,The Wilson Bulletin,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,58,5,NA,53,0.91,0.91,0.09,4,0,53,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,The efficacy of collar-mounted devices in reducing the rate of predation of wildlife by domestic cats,,2005,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Applied Animal Behaviour Science,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,103,3,NA,100,0.97,0.97,0.03,4,1,100,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,"The reproduction and husbandry of salamanders in captivity with special emphasis on the Texas blind salamander, <i>Typhlomolge rathbuni</i>",,1982,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Proceedings of the 5th Annual Reptile Symposium on Captive Propagation and Husbandry,NA,NA,NA,NA,48600,NA,NA,NA,NA,NA,2,0,NA,2,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Rotenone and its use in eradication of undesirable fish from ponds,,1971,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Pakistan Journal of Scientific and Industrial Research,NA,NA,NA,NA,48600,NA,NA,NA,NA,NA,10,0,NA,10,1,1,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Captive propagation of endangered Houston toads,,1980,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Herpetological Review,NA,NA,NA,NA,48600,NA,NA,NA,NA,NA,2,0,NA,2,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Pond restoration on Bornholm,,1988,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Memoranda Societatis pro Fauna et Flora Fennica,NA,NA,NA,NA,48600,NA,NA,NA,NA,NA,2,0,NA,2,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,"The captive management and breeding of poison-dart frogs, family Dendrobatidae, at Jersey Wildlife Preservation Trust",,1998,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Dodo,NA,NA,NA,NA,48600,NA,NA,NA,NA,NA,10,0,NA,10,1,1,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Relocation of a garlic toad (<i>Pelobates fuscus</i>) population,,1997,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Memoranda Societatis pro Fauna et Flora Fennica,NA,NA,NA,NA,48600,NA,NA,NA,NA,NA,2,2,NA,0,0,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,"Changes in dewpond numbers and amphibian diversity over 20 years on chalk downland in Sussex, England",,1997,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Biological Conservation,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,117,16,NA,101,0.86,0.86,0.14,11,0,101,0,0,0,3,2,0,4,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CE,Amphibian use of Chehalis River floodplain wetlands,,2006,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Northwestern Naturalist,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,19,0,NA,19,1,1,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Woodland salamander response to two prescribed fires in the central Appalachians,,2010,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Forest Ecology and Management,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,35,0,NA,35,1,1,0,1,6,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,A trial using salt to protect green and golden bell frogs from chytrid infection,,2006,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Herpetofauna,NA,NA,NA,NA,48600,NA,NA,NA,NA,NA,20,1,NA,19,0.95,0.95,0.05,2,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Initial effects of clearcutting and alternative silvicultural practices on terrestrial salamander abundance,,2003,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Conservation Biology,NA,NA,NA,NA,48600,NA,NA,NA,NA,Yes,141,3,NA,138,0.98,0.98,0.02,2,4,138,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Conserving the Panamanian golden frog: Proyecto Rana Dorada,,2002,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Herpetological Review,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,23,3,NA,20,0.87,0.87,0.13,4,2,20,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,"Characterizing movement patterns and spatio-temporal use of under-road tunnels by long-toed salamanders in Waterton Lakes National Park, Canada",,2012,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Copeia,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,34,0,NA,34,1,1,0,1,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Treatment of chytridiomycosis with reduced-dose itraconazole,,2012,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Diseases of Aquatic Organisms,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,50,2,NA,48,0.96,0.96,0.04,3,5,48,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,"Temporal changes in the relative abundance of amphibians relative to riparian buffer width in western Washington, USA",,2012,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Forest Ecology and Management,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,28,1,NA,27,0.96,0.96,0.04,2,1,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Decline and flounder of a Sussex common toad (<i>Bufo bufo</i>) population,,2012,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,The Herpetological Bulletin,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,2,0,NA,2,1,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,Developing a safe antifungal treatment protocol to eliminate <i>Batrachochytrium dendrobatidis</i> from amphibians,,2011,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Medical Mycology,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,92,9,NA,83,0.9,0.9,0.1,7,15,83,3,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CE,Oregon spotted frog (<i>Rana pretiosa</i>) response to enhancement of oviposition habitat degraded by invasive reed canary grass (<i>Phalaris arundinacea</i>),,2012,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Herpetological Conservation and Biology,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,15,0,NA,15,1,1,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CE,"Treatment of amphibians infected with chytrid fungus: learning from failed treatments with itraconazole, antimicrobial peptides, bacteria, and heat therapy",,2012,English,Latin,0,NA,"1,456,000,000",Indo-European Germanic,Diseases of Aquatic Organisms,NA,NA,NA,NA,48600,NA,NA,NA,NA,No,114,6,NA,108,0.95,0.95,0.05,6,22,108,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
